time,date,x,y,z,r,latitude,longitude,anomaly
0.019400000000132422,Fri Jul 12 13:41:57 2019,-0.5455169677734375,0.742156982421875,10.087844848632812,10.129807472937177,empty,empty,0
0.04640000000017608,Fri Jul 12 13:41:57 2019,-0.576629638671875,0.7230072021484375,9.769607543945312,9.813280425895641,empty,empty,0
0.06939999999985957,Fri Jul 12 13:41:57 2019,-0.5921783447265625,0.730194091796875,9.63800048828125,9.683744731030847,empty,empty,0
0.09639999999990323,Fri Jul 12 13:41:57 2019,-0.5754241943359375,0.70147705078125,9.93829345703125,9.979622232042157,empty,empty,0
0.11940000000004147,Fri Jul 12 13:41:57 2019,-0.522796630859375,0.730194091796875,10.008880615234377,10.049089058165787,empty,empty,0
0.13940000000002328,Fri Jul 12 13:41:57 2019,-0.6029510498046875,0.560302734375,9.874893188476562,9.909137429990032,empty,empty,0
0.17039999999997235,Fri Jul 12 13:41:57 2019,-0.624481201171875,0.4454498291015625,9.898818969726562,9.928495319849937,empty,empty,0
0.18939999999975043,Fri Jul 12 13:41:57 2019,-0.6567840576171875,0.5172271728515625,9.904800415039062,9.940018134210526,empty,empty,0
0.21739999999999782,Fri Jul 12 13:41:58 2019,-0.6807098388671875,0.429901123046875,9.870101928710938,9.902883062193096,30.282718,120.076889,0
0.24040000000013606,Fri Jul 12 13:41:58 2019,-0.6795196533203125,0.3473358154296875,9.797119140625,9.826796659315256,30.282718,120.076889,0
0.2644000000000233,Fri Jul 12 13:41:58 2019,-0.666351318359375,0.372467041015625,9.853347778320312,9.88287499752233,30.282718,120.076889,0
0.2853999999997541,Fri Jul 12 13:41:58 2019,-0.640045166015625,0.4179229736328125,9.858139038085938,9.88773091870243,30.282718,120.076889,0
0.310399999999845,Fri Jul 12 13:41:58 2019,-0.657989501953125,0.3592987060546875,9.95623779296875,9.984423705702415,30.282718,120.076889,0
0.334400000000187,Fri Jul 12 13:41:58 2019,-0.646026611328125,0.3473358154296875,9.879669189453123,9.906859030199918,30.282718,120.076889,0
0.3593999999998232,Fri Jul 12 13:41:58 2019,-0.588592529296875,0.3928070068359375,9.725341796875,9.75105181896842,30.282718,120.076889,0
0.38439999999991414,Fri Jul 12 13:41:58 2019,-0.618499755859375,0.4992828369140625,9.94189453125,9.973619812772776,30.282718,120.076889,0
0.4133999999999105,Fri Jul 12 13:41:58 2019,-0.6388397216796875,0.25640869140625,10.219451904296877,10.242609961882836,30.282718,120.076889,0
0.435399999999845,Fri Jul 12 13:41:58 2019,-0.6567840576171875,0.2767486572265625,9.895233154296877,9.920866610105838,30.282718,120.076889,0
0.4634000000000924,Fri Jul 12 13:41:58 2019,-0.6436309814453125,0.3640899658203125,9.782760620117188,9.810669074737099,30.282718,120.076889,0
0.4854000000000269,Fri Jul 12 13:41:58 2019,-0.6161041259765625,0.4633941650390625,9.964614868164062,9.994391823271384,30.282718,120.076889,0
0.5093999999999141,Fri Jul 12 13:41:58 2019,-0.648406982421875,0.2863311767578125,10.006500244140623,10.031573370794002,30.282718,120.076889,0
0.5353999999997541,Fri Jul 12 13:41:58 2019,-0.648406982421875,0.2181243896484375,9.8031005859375,9.826942096207807,30.282718,120.076889,0
0.5623999999997977,Fri Jul 12 13:41:58 2019,-0.6208953857421875,0.37127685546875,9.700210571289062,9.727149773227037,30.282718,120.076889,0
0.585399999999936,Fri Jul 12 13:41:58 2019,-0.640045166015625,0.4155426025390625,9.958633422851562,9.987828248413225,30.282718,120.076889,0
0.616399999999885,Fri Jul 12 13:41:58 2019,-0.642425537109375,0.2695770263671875,10.147674560546877,10.171562383952892,30.282718,120.076889,0
0.6403999999997723,Fri Jul 12 13:41:58 2019,-0.6555938720703125,0.3042755126953125,10.162033081054688,10.187703531864873,30.282718,120.076889,0
0.6624000000001615,Fri Jul 12 13:41:58 2019,-0.6208953857421875,0.3521270751953125,9.682266235351562,9.7085418065408,30.282718,120.076889,0
0.6864000000000487,Fri Jul 12 13:41:58 2019,-0.646026611328125,0.366485595703125,9.87847900390625,9.906362072174556,30.282718,120.076889,0
0.7123999999998887,Fri Jul 12 13:41:58 2019,-0.6208953857421875,0.3102569580078125,10.181167602539062,10.204800057375902,empty,empty,0
0.7354000000000269,Fri Jul 12 13:41:58 2019,-0.6388397216796875,0.2360687255859375,9.913177490234377,9.936545304384472,empty,empty,0
0.7644000000000233,Fri Jul 12 13:41:58 2019,-0.666351318359375,0.207366943359375,9.688247680664062,9.713350001444924,empty,empty,0
0.7853999999997541,Fri Jul 12 13:41:58 2019,-0.6783294677734375,0.2958984375,9.949066162109377,9.976552723771599,empty,empty,0
0.8123999999997977,Fri Jul 12 13:41:58 2019,-0.675933837890625,0.1834259033203125,10.128524780273438,10.152711255611848,empty,empty,0
0.834400000000187,Fri Jul 12 13:41:58 2019,-0.6974639892578125,0.0984954833984375,9.885650634765623,9.91071369020432,empty,empty,0
0.8613999999997759,Fri Jul 12 13:41:58 2019,-0.640045166015625,0.2588043212890625,9.751663208007812,9.776071440700047,empty,empty,0
0.8854000000001179,Fri Jul 12 13:41:58 2019,-0.6531982421875,0.2049713134765625,9.996917724609377,10.02033159009991,empty,empty,0
0.9133999999999105,Fri Jul 12 13:41:58 2019,-0.6412353515625,0.13677978515625,10.105789184570312,10.12703641391198,empty,empty,0
0.935399999999845,Fri Jul 12 13:41:58 2019,-0.6783294677734375,0.0972900390625,9.831817626953123,9.855670148103414,empty,empty,0
0.9553999999998268,Fri Jul 12 13:41:58 2019,-0.646026611328125,0.2360687255859375,9.865310668945312,9.889258486891222,empty,empty,0
